编号,正面情绪,文本
1717,0.5,警察说小卖部的老大爷被骗了600多，你下次多注意吧，然后就走了[思考]
1718,0.5,回复@Cherry_满满:真没想到警察是这样的。
1719,0.5,我手机昨天被人拿了，我也有监控，可是警察来了不介入调查，就说没法找到那个人，不可能为了手机浪费难得人力物力
1720,0.5,回复@天幕垂青:这是防范最好方法
1721,0.4737150425347657,为了一百块钱 瞧这点出息
1722,0.4737150425347657,@华正一 我是真佩服他们的错引。
1723,0.5,真不明白给恶人打什么马赛克是保护吗？？？
1724,0.5,还是警惕性弱，只要保证钱离手再经手必须验就可以杜绝
1725,0.5,离手再验
1726,0.5,打什么马赛克[汗]就应该暴光！
1727,0.5,这狮子青铜的
1728,0.5,救干嘛
1729,0.5,我靠，求狮子心理阴影面积
1730,0.5,北京八达岭动物园欢迎你
1731,0.5,狮子真倒霉，遇到这么个渣
1732,0.5,一个小时，这孙子都没死[疑问]
1733,0.4737150425347657,重点是对峙了一个小时  才有人处理好么。正常情况下这人不应该渣都剩不下了。看来弯弯警方办事效率堪忧
1734,0.5,狮子的攻击力比老虎差上一万点[囧]
1735,0.5,可怜的狮子，为了这个愚蠢的人类要挨水浇，还要被打麻醉，好无辜[哼]
1736,0.5,狮子不吸毒[晕]
1737,0.5,都多余救他
1738,0.5,这样换成野生动物园那只老虎🐯，我保证你见不到明天的太阳
1739,0.5,回复@0------9:咋不咬死他！！
1740,0.5,回复@SuperYoge:mdzz！
1741,0.5,狮子根本没有想要伤他，不然还能站得住？
1742,0.37140729529840966,妈的这男的就是智障就是脑残  没事好好地去惹什么狮子现在被咬了手受伤了也是自找麻烦的 连累狮子也被 打麻醉药 被无辜驱赶  男的真是社会败类。
1743,0.5,回复@蝌蚪书:幸运
1744,0.4737150425347657,多亏此人神神叨叨的狮子也纳闷，要正常人估计早被吃了//@史各庄社区民警刘广存: 转发微博
1745,0.5,狮子不吸毒
1746,0.5,狮子说，我只是想让他滚。为啥又挨枪子又挨喷，宝宝委屈[泪]@泊水翰云
1747,0.5,狮子：妈的智障。
1748,0.5,狮子没给他撕吧了已经算客气的了[挖鼻]救他干嘛，自己都不要命了狮子还跟着遭殃
1749,0.5,耶稣还是牛逼的，喊了可以给狮子洗脑一个小时！
1750,0.5,救他干嘛，咬死了都活该
1751,0.4737150425347657,这货  牛
1752,0.5,狮子：懒得理你
1753,0.5,大猫
1754,0.5,没有北京虎强
1755,0.5,作死
1756,0.5,台湾连狮子都温良恭俭让，(≧^.^≦)喵~[喵喵][喵喵][喵喵]
1757,0.5,我觉得这🦁️好倒霉啊，摊上这种人
1758,0.5,姗姗来迟[笑cry]
1759,0.5,呃，花样作死？
1760,0.5,感觉台湾的狮子🦁好温柔，并没有“霸气”解决了他。
1761,0.5,没野性了
1762,0.5,可怜的狮子
1763,0.5,@动物园狂热饭
1764,0.4737150425347657,我只能说人家俩狮子好好的休息时光 哪冒出个神经病。
1765,0.5,狮子本来吃饱了，这货唠唠叨叨，狮子烦了，就...
1766,0.5,有佛祖以身饲虎的几分风貌呢[doge]
1767,0.5,回复@红钻:穆斯林表示，有
1768,0.5,可怜的狮子
1769,0.5,公狮子老婆在旁边劝着呢。。。
1770,0.5,这狮子已经给他留了条命了
1771,0.5,回复@巴山夜雨_17293:你可以儿子的课本撕了，不要学！
1772,0.5,回复@肚凸:一口一个小粉红。你也有资格说尊重是从内心的？从你说的话就可以看出，你没有尊重过革命先烈，没有尊重大部分和你意见不同的人，更没有尊重过祖国
1773,0.5,你妈死了，我说你妈死的不好看。这血跟番茄酱似的，可以吗[拜拜]更何况是民族英雄。这个作业本，就是作死的典范。活该！
1774,0.5,闷声作大死的典范
1775,0.5,欲加之罪，何患无辞[挖鼻]支持作业本。今天它们怎么对付一个人，一家公司，明天就能怎么干掉你
1776,0.5,什么时候转发一波临沂网戒中心，虽然不是你们的地儿，转给你们那些闭着眼的同行看啊
1777,0.44757496667959995,//@我思泽东A: 新中国以来，共产党的天下，为了营销，或本来就邪恶，很坦然地把为国牺牲的烈士比作烤肉，这真不是人干的事！这口茶谁喝得下？这个企业也快完了。[怒][怒]@加多宝凉茶  @作业本
1778,0.5,拿一个英雄为个人利益做广告营销而诋毁简直就是臭不要脸
1779,0.5,说句公道话，2013年5月份作业本发的是调侃，段子手的风格，但是拿一个英雄来这样做是诋毁，活该被告。但是2015年的事情完全和13年的是没关联的，做广告都知道，不可能提前2年去做铺垫的*供应商都换了N个了。拿这个事情来炒作的人才是恶意的人。
1780,0.5,第二次，2011年同样被消失，不过在微博各路人群的呼吁下，最终回来了，但至此，就沉默了许多。这次应该彻底清除了，现在没人像以前那样对他。小平说“谁开倒🚗，人民就把他拉下来”
1781,0.5,@作业本 
1782,0.5,民事案件，您警察插什么手？？
1783,0.5,回复@假-斯文:911死去的人要是知道本拉登受美国资助，会不会气活过来[害羞]
1784,0.5,回复@雨令二十方:烤你妈，你起诉就违背法制精神了。是吧。
1785,0.5,无良企业的产品能喝吗？能有诚信吗？
1786,0.5,再也不喝加多宝了，希望大家都来抵制！
1787,0.4737150425347657,我D 首先自己尊重先烈了么？
1788,0.5,环球时报说的对，对作业本加多宝之流赔钱比道歉更割他们的肉，这些人皮厚扇耳光和道德谴责没用。
1789,0.5,耐宁是个什么鬼？
1790,0.5,回复@雨令二十方:我倒觉得[km冷笑]你最可笑
1791,0.5,总是感觉怪怪的，真的有这么多人缅怀先烈吗？先烈要是知道你去日本旅游，用着日本的手机，看着日本的车子，唯恐南海不乱的美国产苹果手机，可咋想啊，，，
1792,0.5,你这么恶心
1793,0.5,回复@教教授:都民不聊生了，您倒是揭竿而起啊，还有闲工夫网上说风凉话，感情您老等别人流血您捡现成的不成？想学苏联那些卫星国的领导人一样，走下飞机就宣布你们“解放”了，倒是风光的很哪[笑cry]
1794,0.5,回复@IMDAGG:转个帖就是起哄，那您工作时间刷微博是不是不务正业呢[嘻嘻]
1795,0.5,近年来，加多宝被许多公知大枷捧上天，并吹捧成什么营销经典、营销圣经。让我们揭开其丑恶的面纱：1、虚假宣传营销连连败诉（高达20多个诉讼连败记录）。2、暴力流血营销员工入狱（有好几个员工因此入狱）。3、侮辱英烈营销臭名昭著（与作业本同流合污）。4、荔枝狗肉营销触犯众怒（广西玉林狗肉节）。
1796,0.5,每一个社会及成员心中都应深植英雄情结
1797,0.5,没有底线的炒作和恶意营销都应该被抵制，行为太让人恶心了
1798,0.5,回复@教教授:cnm捍卫我说话的自由吗
1799,0.5,民族英雄的底线，谁都不可以踩，无论是古代的岳飞等，还是近代的邱少云等，谁都不可以踩，这是我们这个民族最后的一口气，这口气要是散了，中国完了，中华民族完了，中华文明也完了，中国之所以不消亡，抵住各种侵略就是有这口气在，有这口气在，中国就亡不了，就还可以站起来，谁要踩，先从我身上踩过
1800,0.5,看到和团中央微博有关，我就默默的又吐了一滩
1801,0.5,这样的企业应该滚出中国！没有最基本的尊重他人尊重祖国英雄！是不是中国人?！没有革命先烈哪有你在这买东西！
1802,0.5,作业本加多宝它们今天的道歉发了没？
1803,0.5,说人家是炼肉很不应该，退一万步，即使不是真实的，也是宣传部门的错，与烈士无关。话说回来，烈士被火烧却能一动不动有没有科学依据？
1804,0.5,回复@张尔洛:用着小米[笑cry]脸上还有一只苍蝇[笑cry]我不会跟没颜的乞丐计较的[笑cry][笑cry][笑cry]笑死我了…
1805,0.5,这样的企业本不应存在！
1806,0.5,底下评论让我开眼界[微笑]小学没毕业的你们当然不懂什么革命先烈[微笑]只会躲在屏幕后面辱骂诋毁比你优秀的人[微笑]还是继续做你的loser吧[微笑]
1807,0.5,执法人员，以法律为准绳！跟人起什么哄啊~
1808,0.5,深受毒害啊！
1809,0.5,评论我也是醉了！你过来我当面骂你妈，你是不是不能反对？言论自由？[微笑]
1810,0.5,从不喝凉茶
1811,0.5,这破事儿发出来对大众的安全有啥意义么？
1812,0.44757496667959995,@作业本 @加多宝凉茶 贱！
1813,0.5,回复@雨令二十方:那请你告诉我什么是法制精神？共青团的微博是个没有法制精神的微博吗？北京平安转发这个就是没有法制精神吗？
1814,0.5,孙杰（作业本）这个王八蛋必将遗臭万年！[弱][弱][弱]
1815,0.5,回复@肚凸:我们没有个人崇拜，我们只不过尊重每一个为了我们的家园付出生命的所有战士，而不是侮辱他们是烤肉！我们是尊重他们！不是天天跪着看西方！
1816,0.5,回复@雨令二十方:哪块违背法律了
1817,0.5,→_→
1818,0.5,作业本，写了些神马？
1819,0.5,雷洋的正义缺席不？
1820,0.5,@-隔壁家老赵
1821,0.5,回复@孟子昱:控制你自己
1822,0.5,回复@一个隔壁大老王:想包小姐的痴汉，南方未知口音便宜学院。
1823,0.5,回复@一个隔壁大老王:这句话我没懂[笑cry]
1824,0.5,东北口音和北京口音有多像啊？
1825,0.5,回复@孟子昱:控技立技几
1826,0.4737150425347657,@一个隔壁大老王 太搞笑了
1827,0.5,卧槽，又开地图炮，[哼]
1828,0.42172147722901665,@作死能手鸡翅 @行走在二次元路上的一枚吃货 @阿阿阿阿阿慢君 @_大树与小鹿
1829,0.5,[doge][喵喵]
1830,0.5,总结的好！
1831,0.5,全程看蕾姆😍
1832,0.5,惊现雷猴王[笑cry][笑cry][笑cry]
1833,0.5,[doge]这句话是丢你雷姆！
1834,0.5,老教授
1835,0.5,[怒][怒]这条微博有毒，之前评论太穷没被骗过，现在竟然给我打了七个诈骗电话，是想闹哪样啊?
1836,0.5,老师，紧跟热点啊！
1837,0.5,哈哈哈哈[doge]
1838,0.5,兄弟，你们老师知道你在干啥不？
1839,0.5,屏幕上有老婆
1840,0.5,搞ppt的是个蕾姆党！！！66666
1841,0.5,看到了雷姆[doge]
1842,0.4737150425347657,@意识_私有制 万一天上掉馅饼呢
1843,0.5,老师真逗，上他课肯定没人睡觉
1844,0.5,放几个骗子的录音出来就知道了
1845,0.5,@Elinaaaaaaaaaa
1846,0.44757496667959995,@--人如天上的明月 @Justachallenger @木子琴1995
1847,0.5,老师真逗
1848,0.5,老师要红啊
1849,0.5,@咖啡忘了放糖
1850,0.5,老师太搞了！大学确实需要有一堂这样的教育课！
1851,0.5,@湮青gh
1852,0.5,想想十几年前暑假寒假回家，北京西站走，公交车下来后总有老头老太太追着借几十块钱，那时候放假回家是真没钱，不然也被骗了。
1853,0.4737150425347657,@科技新一 5分20秒提到雷军雷猴王，连大学教授都知道[笑cry][笑cry][笑cry][笑cry]
1854,0.5,雷军雷猴王[笑cry][笑cry]
1855,0.5,丢你蕾姆啊啊啊[笑cry]
1856,0.5,[哈哈]好一个南未
1857,0.5,一听这声儿，这是王大伟教授吧！也就他这么有才了[爱你]
1858,0.5,这个好！
1859,0.5,我的蕾姆
1860,0.5,清华大学的教授是怎么被骗的？
1861,0.4737150425347657,@Another-Miss喵 这教授略潮
1862,0.5,配图是不是《RE:从被骗开始的大学生活》……
1863,0.5,嗯，北师大的😂
1864,0.5,老教授，一看就是老司机[哈哈][哈哈][哈哈]
1865,0.5,不愧是老教授，讲个课都把蕾姆带上
1866,0.5,[鄙视]都没被骗子骗过，看来是太穷了上了黑名单
1867,0.4737150425347657,嘻嘻哈哈然而并没有什么卵用…[傻眼][傻眼] 之前我们读研究生那会儿，中国人民公安大学的教授讲这课讲得好，逻辑清晰思路严谨，该严肃的时候严肃，不会一味为了迎合学生就拉低课堂内容水平。
1868,0.5,PPT背景图片真棒
1869,0.5,搞的好啊[赞]
1870,0.5,会不会死刑？
1871,0.5,吸毒杀人也不会轻判，吸毒又不是神经病，不能免除刑罚的
1872,0.5,真孙子，你丫怎么不自己淹死自己呀！
1873,0.5,真是魔鬼，远离毒品
1874,0.5,杀人罪，虐童罪，还吸毒，应该判死刑！
1875,0.5,亲生女儿啊！毒品让基本的父爱都没有了
1876,0.5,我真的什么都不想说了，我想说，扼杀谋杀和亲生不亲生没关系，一样也要立法
1877,0.5,送他去和女儿道歉吧。
1878,0.5,这种垃圾建议一发子弹送走
1879,0.5,杀了他都不解恨吧
1880,0.5,枪毙
1881,0.5,这么悲伤的故事能赶紧删了吗！！！！！
1882,0.5,罪孽。。
1883,0.5,心痛！！！！！！！
1884,0.5,吸毒不是个人的事，会危害他人，危害社会。
1885,0.5,虎毒不食子啊[泪]
1886,0.44757496667959995,以后生孩子是不是也要事先进行检查  不是什么人都可以 有资格生孩子的
1887,0.5,[互相膜拜]
1888,0.5,那父亲也是魔鬼
1889,0.5,直接枪毙了得了，省的再祸害了别人！
1890,0.5,不知道这个爹，清醒了之后会怎么样。如果还有良知，自杀算了。
1891,0.5,可怜的孩子........[泪][伤心]
1892,0.5,@妖神的妖精
1893,0.5,哪个国家啊禁毒的难度好比中国禁止炒房一样，，，
1894,0.5,[蜡烛]
1895,0.5,变态啊
1896,0.5,判重点就没人敢去吸了。
1897,0.5,故意杀人
1898,0.5,把他腰斬
1899,0.5,@侯冬风
1900,0.5,赶紧判死刑枪毙了挺好
1901,0.5,回复@木向天:估计该抢劫偷东西了……这要是女儿大点，就得卖女儿了
1902,0.5,……
1903,0.5,吸毒害人害己
1904,0.5,回复@懒洋洋208:明星呗
1905,0.5,回复@懒洋洋208:啊哦...大概楼上是特指某些脑残粉为某柯复出洗地的事情吧...著名言论包含比如:人总是会犯错的/只要知错能改就好了.
1906,0.5,一个人吸毒，害人害己，一个家庭都毁了
1907,0.5,判个无期徒刑吧，让他内心受一辈子折磨
1908,0.4737150425347657,不用看恐怖片 看看身边这些事就好了
1909,0.5,禽兽
1910,0.5,没收其房地产没收其财产，看看他怎么买毒品[微笑]
1911,0.5,直接击毙完事儿
1912,0.5,抵制吸毒明星！
1913,0.5,苦命的孩子
1914,0.5,什么玩意儿啊！没有人性
1915,0.5,哎哟...苦命的孩子..再次让我想起了道德婊们的名言:不管怎么样/父母总是为孩子好的.[哆啦A梦吃惊]
1916,0.5,什么玩意儿
1917,0.5,完全丧尽人性
1918,0.5,回复@步步惊准:还有给吸毒的人洗白？
1919,0.5,怎么查线路老化？
1920,0.5,這個真好[赞]
1921,0.5,有时候海默症老人不愿意身上戴自己不熟悉的东西，会扒掉。
1922,0.5,转发微博
1923,0.5,也给了钳子可趁之机
1924,0.5,天使服务希望能保持长久[心]
1925,0.5,这真的是好事
1926,0.5,好事
1927,0.5,好事，希望有好的发展
1928,0.5,转发
1929,0.44757496667959995,好怕这个二维码会被骗子利用起来诈骗啊  还是直接就带手环 没有家人跟着就报警…………这样可以吗
1930,0.5,@李蕾KAi
1931,0.5,不知道哪里可以领到这个手环，是要医院确诊么？
1932,0.5,天使服务希望能保持长久
1933,0.5,回复@仲夏的血夜:更可能是扫描了信息针对老人的家人定向行骗
1934,0.4737150425347657,[心]“请带我回家”。感谢平安北京能够正名“奥尔茨海默症”Alzheimer's disease，简称AD。此病跟“老年”和“痴呆”都没什么关系，你我TA都有可能罹患。
1935,0.5,转
1936,0.5,这.....老年痴呆症不是随时都发作的啊。人家戴着手环出来买个东西溜个弯，也把人家弄回去？
1937,0.4737150425347657,@平安北京 这个怎么领取？
1938,0.5,这个真好，老人们可以安全到家
1939,0.5,可是我奶并不愿意带……
1940,0.5,[耶]
1941,0.5,请转发，必须帮助他们
1942,0.5,以天朝骗贼的操性，马上就有冒充得病老人，手环二维码藏病毒之类的街头骗局出现……
1943,0.5,这个真的不错，科技用到了对的地方[good]
1944,0.5,警察先生也开起玩笑了[互相膜拜][互相膜拜][互相膜拜]
1945,0.5,广而告之
1946,0.5,这个不错
1947,0.5,好的[心]
1948,0.5,回复@吃土姨母陳yoyo:医院就可以的。
1949,0.5,中央财政支持的社会组织在哪？怎样能领到手环呢？要钱不？
1950,0.5,希望以后就不会再见到朋友圈里面“我爷爷/奶奶走丢，请好心人转发”，让我们大家重视自己身边的至亲老人，对家人多些关心！
1951,0.5,这个好
1952,0.5,转发微博
1953,0.5,这个太实用了，这件事本身就是件好事。动动手指，让老人回家👍
1954,0.5,怎么才能领到这个黄手环？
1955,0.5,转发微博
1956,0.5,好的～转扩
1957,0.5,帮助身边的老人回家。
1958,0.5,好的
1959,0.5,这个好。
1960,0.5,请问红绿灯的设置是哪个部门管啊？
1961,0.5,已经被骗。已报案，请解决
1962,0.42172147722901665,[吃惊] //@平安北京:【[话筒]网警揭48种电信网络骗术 收藏 别让骗子得逞】
1963,0.3962900722328805,#骗纸出没请小心# [话筒]网警揭48种电信网络骗术//@平安北京: 【[话筒]网警揭48种电信网络骗术 收藏 别让骗子得逞】
1964,0.44757496667959995,//@平安北京:【[话筒]网警揭48种电信网络骗术 收藏 别让骗子得逞】
1965,0.5,这个必须转
1966,0.5,请问昨天下午玉泉路东市场抓获人贩子一事属实吗？
1967,0.5,无论是我的信息还是他人的信息，我都是很认真的撕成碎片。然后分别扔到好几个垃圾桶。。。包括快递信息。。
1968,0.5,保护个人隐私，防止被诈骗
1969,0.5,回复@IHATELINETEN:平安
1970,0.5,回复@天呐我变聪明了:不知道什么情况，希望有人解释一下
1971,0.5,回复@IHATELINETEN:？？有什么事吗？
1972,0.5,请问十号线金台夕照站5点左右那班地铁到底发生了什么，所有人恐慌地跑出地铁，通道也都是人在跑
1973,0.5,请问那个咬人的狗和虐狗的人抓住了吗？[汗]
1974,0.5,就是因为现在手机绑定的账号太多了，所以才不轻易换号，太麻烦了[汗]
1975,0.5,回复@平安北京:是“干货”！！！我也打错字了[笑cry][笑cry][笑cry]
1976,0.5,回复@才小华:OK
1977,0.5,转发微博
1978,0.5,回复@平安北京:嘿嘿，尽管有错别字，但是干锅十足，转发表示支持[赞][赞][赞]
1979,0.4737150425347657,回复@才小华:那扣的也是@首都网警 小编的[哈哈]
1980,0.5,回复@平安北京:我是说唐三藏的身份证[笑cry][笑cry][笑cry]
1981,0.5,回复@才小华:[吃惊]
1982,0.5,“公园”？写错了吧，应该是“公元”，小编，扣工资[doge][doge][doge]
1983,0.5,预防诈骗，人人有责[赞]
1984,0.5,转发微博
1985,0.5,😭😭😭
1986,0.5,转发微博
1987,0.5,是安全意识和道德太差
1988,0.5,回复@闪亮如斯:那是醉驾[思考]
1989,0.5,前几天下雨等雨的时候遇见一个代驾司机，他还说现在没人敢喝酒开车了，当时我真信了
1990,0.5,酒驾惩罚太小了，酒驾司机开的不是车是凶器。
1991,0.5,这才是端正的工作态度，对公众安全负责的行为嘛
1992,0.4737150425347657,@胖达即正义 哦no
1993,0.5,感觉住北京不多买几辆车活不下去
1994,0.5,为什么是9？九不是单号吗
1995,0.4737150425347657,我都出门了 [拜拜]
1996,0.5,请清理街上的流浪狗，人心惶惶的
1997,0.5,@w呼呼ww
1998,0.5,回复@小半仙儿o0:你家哪的?
1999,0.5,天气预报也没说啊？我还穿半袖呢
2000,0.5,网上很多假网站，点击就是病毒，国家网络可定期检测伪网站，并立即关闭，可保证市民网络安全。
2001,0.42172147722901665,严厉打击罪犯   但是要管管泄露源头 三大运营商 有责任的
2002,0.5,天天都在说，有什么卵用！该造谣的还是造谣，安慰屁民而已
2003,0.5,要一年四季都要如此！！！北京交通都快成屎了！！！
2004,0.4737150425347657,要狠罚 黑车也多
2005,0.5,一上午9个，每天上下班路上看到的都不止这个数。
2006,0.5,回复@张五之:奖励5元就能了，都用不了100。
2007,0.5,[good][good][good][good][good][good][good][good]
2008,0.5,出租车又不限行，挡着尾号干嘛？
2009,0.5,回复@王飞speech:还是违法成本低
2010,0.5,早高峰查违章行驶试试，要是举报一起奖励100元，用不了五年我就能在北京全款买房
2011,0.4737150425347657,#国庆7天乐，转发赢旅行意外保险套餐#嘟嘟车惠十一有礼！豪礼任性送。截止本月27日，关注微博“嘟嘟车惠”并转发此条微博，即将有机会获得最高保额30W的旅行意外保险套餐。 M国庆7天乐，转发赢旅行意外保险套餐
2012,0.5,北京最该严惩的就是老年代步车！那些开代步车的横冲直撞，视交规如粪土，肆意违章！走机动车道压得机动车开不起来！甚至还有在机动车道高速逆行的！走非机动车道占住整条非机动车道，把电动车，自行车都逼到机动车道上！简直就是移动的活路障！北京最该严查，严禁，严惩的就是老年代步车！@平安北京
2013,0.5,每天都能看到很多，三环路四环路主路上经常看到无照摩托车，每天上下班时间都能在四环主路看到电动摩托车电动自行车行驶，四环主路十八里店桥附近几个出入口，经常是出口进，入口出，甚至还看到过公交车也这样。
2014,0.5,好事没人干，坏事没人管。
2015,0.5,现在是各种乱啊！
2016,0.5,效率再高点啊，开车上班路上都不止能见到9个
2017,0.5,涉牌应该入刑，另外严罚逆行加塞行为，金渝路天天一堆货车外地牌照车闯红灯没人管啊
2018,0.5,多罚钱才对
2019,0.4737150425347657,京BT1556  这个车牌的出租车是套牌车，伪装成银建的车，大家要注意了，我的单反相机被他拿走不还了，给他打发票里的电话，他还说有本事让警察来抓我呀。报警后警察也不接受报警，大家在首都机场的时候更得注意，不要坐他的车啊。他还在逍遥法外！麻烦帮我顶让更多人看到
2020,0.4737150425347657,京BT1556  这个车牌的出租车是套牌车，伪装成银建的车，大家要注意了，我的单反相机被他拿走不还了，给他打发票里的电话，他还说有本事让警察来抓我呀。报警后警察也不接受报警，大家在首都机场的时候更得注意，不要坐他的车啊。他还在逍遥法外！
2021,0.5,去西站看看票贩子多猖獗
2022,0.5,主要还是违法成本太低了！将违法者的信用与各种社会活动（买房、购车、坐高铁、高消费、看病就医、水电气收费等等）挂钩才能解决。
2023,0.5,我特别不希望看到集中整治四个字。难道我们平时不管?事实证明也是不管。
2024,0.4737150425347657,北京西站北广场的长期违停揽客的出租车和“黑车”，北京市交通委员会下属北京市交通执法总队太明白是怎么回事了，还有北京站、王府井的那些出租车。向丰台交通支队西站大队致敬！！！向@平安北京 致敬！！！
2025,0.5,转发微博
2026,0.5,对涉牌违法行为不能光罚款，罚款对这些违法的司机没有威慑作用，应该最少要拘留十日以上在加上罚款才能起到威慑作用。
2027,0.5,遮挡号牌屡禁不止，就是处罚太轻，不足以震慑。
2028,0.5,涉牌者均有犯罪动机必须严惩，另，夜间大货车恶意闯红灯也应从重处罚，不知为何，现在闯红灯的太多了，我说的是阜石路下采石路口
2029,0.5,回复@Qi_Young:[鄙视]从他们跟前逆行过，都没人管！
2030,0.5,回复@仲夏的血夜:从他们跟前过，都没人管
2031,0.5,地铁天通苑北站的黑车乱停乱放，什么时候有人管管
2032,0.5,管管好一阵子，不管了又回来了，根治不了
2033,0.5,北京最该严惩的就是老年代步车！那些开代步车的横冲直撞，视交规如粪土，肆意违章！走机动车道压得机动车开不起来！甚至还有在机动车道高速逆行的！走非机动车道占住整条非机动车道，把电动车，自行车都逼到机动车道上！简直就是移动的活路障！北京最该严查，严禁，严惩的就是老年代步车！
2034,0.44757496667959995,每天晚上@北京昌平 文华西路都有大队渣土车，不挂牌，污损号牌，超载闯灯，呼啸往返。@平安北京 @平安昌平
2035,0.5,做个好人，不要给警察叔叔添麻烦[握手]
2036,0.5,对警察最大的支持我想就是少惹事、少报警，让他们能休息会。
2037,0.4737150425347657,胡茬哥[酷] //@平安北京:【走近网红“胡茬哥”】长安剑周年庆的“小伙伴走进公检法司”体验活动圆满收官，无意中将一位连续工作五天、两千里“奔袭”押解逃犯的社区民警蒙奕哲，变成了微博网红。今天，一起走近蒙警官，了解这位“胡茬哥”。
2038,0.5,真没必要这么拼，单位没有了你，你的岗位随时有人顶上，家人没有了你家就榻了
2039,0.4737150425347657,长安剑 是谁？
2040,0.5,让这位警察好好休息吧！别累倒在岗位上！
2041,0.5,说实话，很可敬，但如果这是一种行业状态的话，又很可悲。
2042,0.5,为民警点赞，为帮忙的市民点赞。
2043,0.5,你那次的UGG真是丑的不要不要的[笑cry]
2044,0.5,我是那个患儿的母亲，非常感谢李旺警官危难时刻的出手相助，为我们争取了时间，及时赶到医院获得医生的救助，他是我们全家的大恩人
2045,0.5,👍
2046,0.5,[赞]
2047,0.5,感恩，都能感觉到孩子妈妈的绝望
2048,0.5,呵呵…口号喊的好响亮！
2049,0.5,盖世太保
2050,0.5,北京中关村鼎好大厦A座-2楼，以低价二手苹果手机为诱饵，误导消费者购买二手机并办理高价合约。并采取辱骂恐吓方式威胁消费者。希望有关部门查实处理。ps(好想丢翻两个，太气人了
2051,0.5,刘士余烂发无辜你不闻不问嘛，狗贼刘士余伤天害理，祸国殃民
2052,0.5,出了人命才会重视，不出人命管都不管
2053,0.5,我被诈骗报警了，警察说钱是追不回来了。[泪][泪]
2054,0.5,亡羊补牢
2055,0.5,[吃惊][吃惊]
2056,0.5,谢谢啊[赞]
2057,0.5,@随情丿
2058,0.5,胎压灯不是什么车都有吧～我觉得自检的时候好像没见过啊[晕]
2059,0.5,转
2060,0.5,mark转需[good]
2061,0.5,马克
2062,0.5,灯坏了，哈哈哈
2063,0.5,难道不是源氏开大了[阴险][阴险]
2064,0.5,那油壶会不会有人觉得那是检测到自己酒驾了
2065,0.5,还是没说有刺客怎么办
2066,0.5,估计科一科四是没啥用…死记硬背转脸就能忘
2067,0.5,简单点说:大多数车辆的仪表盘指示灯跟红绿灯差不多，绿灯亮是正常的，黄灯亮时可以走但要及时维修，最好停下来，红灯亮时就千万别走了！
2068,0.5,转发微博
2069,0.5,车里有刺客系好安全带刺客就跑了[哈哈]
2070,0.5,@猫小柒太骄傲
2071,0.5,[哆啦A梦吃惊][酷]
2072,0.5,转向助力失效对男司机和女汉子司机都不要紧，不过就是多用点力扒拉方向盘，谁没在驾照扒拉过桑塔纳呢。主要是娇柔女司机，只要注意过弯的速度降下来就行。
2073,0.5,十有八九，都认识的人不多😂
2074,0.5,所以…刺客抓到了么？[阴险][阴险][阴险][偷笑][偷笑][偷笑]
2075,0.5,苏秦背剑
2076,0.5,可是，，，刺客呢？？？？
2077,0.5,23333333
2078,0.5,没用的，去任何一个地方办事，他都会要求你留下身份证复印件手机号。。然而就是他们流出了信息。。
2079,0.5,抓住的诈骗犯在看守所管吃管住，不如押送西北沙漠地带植树，给国家给人民带来福利！
2080,0.5,转
2081,0.5,清晰度太差了
2082,0.5,现在不是说保护就能保护的了的
2083,0.5,大巴車好無辜哦！
2084,0.5,这是哪里，没有高楼，没有广告，心旷神怡，司机就忘看方向了。
2085,0.34718838375364114,@平安北京   麻烦治理一下五环上大货挂斗占用最内侧车道的事，三辆快递 中通 圆通 申通并排开  受得了吗？  [微笑]
2086,0.32373539692737674,马瘦毛长蹄子胖 老哥俩抢道过路障 货车说我特着急 轿车说我更浪 货车说我偏过偏过偏要过 轿车说不让不让我偏不让 老哥俩乒了乓啷撞了一仗 挺好的马路谁也没过上
2087,0.5,仔细看看，货车别到小车后侧才会像这样调头（也是警察逮捕驾车嫌犯逼停用的方法），跟让不让一点关系都没有，货车都没超过小车
2088,0.5,回复@Pistol-PackinMama:不是渣土车，都是外地牌照货车，好多加长的
2089,0.4737150425347657,😳我看了好几遍  怎么也看不出来是斗气车啊
2090,0.5,坐在驾驶位上我们该如何做到心平气和？
2091,0.5,回复@Big洲:渣土车。貌似规定时间内是可以的
2092,0.5,回复@Pistol-PackinMama:你懂个屁
2093,0.4737150425347657,@平安北京 一到晚上十点后走北五环，一大堆重型货车，不是早就限制重型货车禁止进入五环了吗？
2094,0.5,这哪是开斗气车啊。。。弯时道货车没动方向，货车司机不是看手机就是睡着了。
2095,0.4737150425347657,回复@何薇羽2012:有种东西叫 行车记录仪
2096,0.5,路过的车没有一个停下来救人的，拍视频的不知道有没有帮助报警。
2097,0.5,听了好几遍了，那个女的叫的不错
2098,0.5,货车活该，让你坏！[哈哈]
2099,0.5,别斗气，安全比啥都重要，忍一时风平浪静，退一步海阔天空
2100,0.5,一点同情心都没有！至少要去看看报警什么的！
2101,0.5,有啊，货车都被干翻了，明显小车赢了啊
2102,0.5,看车牌，听口音，像是台湾的吧
2103,0.5,死神会赢
2104,0.5,这个视频应该再往前多放一点，有可能不只是超车的事。
2105,0.5,哪来的超车？
2106,0.5,哪有超车的意思啊？是不是看手机干别的方向歪了贴上去的
